destination,passanger,weather,temperature,time,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,Y,Bar_ord,CoffeeHouse_ord,CarryAway_ord,RestaurantLessThan20_ord,Restaurant20To50_ord,age_ord,income_ord,education_ord
Work,Alone,Sunny,55,7AM,1d,Female,31,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$25000 - $37499,never,never,1~3,never,never,1,1,0,0,0,0,2,0,0,3,2,4
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Female,50plus,Divorced,1,Graduate degree (Masters or Doctorate),Retired,$12500 - $24999,1~3,4~8,4~8,4~8,less1,0,0,0,0,2,3,3,3,1,7,1,5
Home,Alone,Sunny,55,6PM,1d,Female,50plus,Divorced,1,Graduate degree (Masters or Doctorate),Retired,$12500 - $24999,1~3,4~8,4~8,4~8,less1,0,0,1,1,2,3,3,3,1,7,1,5
Work,Alone,Sunny,55,7AM,1d,Female,50plus,Divorced,1,Graduate degree (Masters or Doctorate),Retired,$12500 - $24999,1~3,4~8,4~8,4~8,less1,1,1,0,1,2,3,3,3,1,7,1,5
No Urgent Place,Partner,Sunny,80,10AM,2h,Male,50plus,Unmarried partner,0,Bachelors degree,Retired,$100000 or More,never,never,1~3,gt8,never,0,0,0,0,0,0,2,4,0,7,8,4
No Urgent Place,Partner,Sunny,80,6PM,1d,Male,50plus,Unmarried partner,0,Bachelors degree,Retired,$100000 or More,never,never,1~3,gt8,never,1,0,0,0,0,0,2,4,0,7,8,4
Home,Alone,Sunny,55,6PM,1d,Male,50plus,Unmarried partner,0,Bachelors degree,Retired,$100000 or More,never,never,1~3,gt8,never,0,0,1,0,0,0,2,4,0,7,8,4
Work,Alone,Sunny,55,7AM,1d,Male,50plus,Unmarried partner,0,Bachelors degree,Retired,$100000 or More,never,never,1~3,gt8,never,1,1,0,0,0,0,2,4,0,7,8,4
No Urgent Place,Partner,Sunny,80,10AM,2h,Female,31,Unmarried partner,0,Some college - no degree,Office & Administrative Support,$75000 - $87499,less1,1~3,gt8,4~8,1~3,0,0,0,0,1,2,4,3,2,3,6,2
No Urgent Place,Partner,Sunny,80,6PM,1d,Female,31,Unmarried partner,0,Some college - no degree,Office & Administrative Support,$75000 - $87499,less1,1~3,gt8,4~8,1~3,1,0,0,1,1,2,4,3,2,3,6,2
Home,Alone,Sunny,55,6PM,1d,Female,31,Unmarried partner,0,Some college - no degree,Office & Administrative Support,$75000 - $87499,less1,1~3,gt8,4~8,1~3,0,0,1,1,1,2,4,3,2,3,6,2
Work,Alone,Sunny,55,7AM,1d,Female,31,Unmarried partner,0,Some college - no degree,Office & Administrative Support,$75000 - $87499,less1,1~3,gt8,4~8,1~3,1,1,0,0,1,2,4,3,2,3,6,2
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Male,41,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$25000 - $37499,never,1~3,gt8,4~8,less1,1,0,0,0,0,2,4,3,1,5,2,2
Home,Alone,Sunny,55,6PM,1d,Male,41,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$25000 - $37499,never,1~3,gt8,4~8,less1,0,0,1,0,0,2,4,3,1,5,2,2
Work,Alone,Sunny,55,7AM,1d,Male,41,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$25000 - $37499,never,1~3,gt8,4~8,less1,1,1,0,0,0,2,4,3,1,5,2,2
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Female,41,Married partner,1,Associates degree,Unemployed,$75000 - $87499,never,less1,4~8,1~3,less1,1,0,0,0,0,1,3,2,1,5,6,3
Home,Alone,Sunny,55,6PM,1d,Female,41,Married partner,1,Associates degree,Unemployed,$75000 - $87499,never,less1,4~8,1~3,less1,0,0,1,0,0,1,3,2,1,5,6,3
Work,Alone,Sunny,55,7AM,1d,Female,41,Married partner,1,Associates degree,Unemployed,$75000 - $87499,never,less1,4~8,1~3,less1,1,1,0,0,0,1,3,2,1,5,6,3
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Female,36,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,less1,1~3,1~3,less1,less1,1,0,0,0,1,2,2,1,1,4,7,4
Home,Alone,Sunny,55,6PM,1d,Female,36,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,less1,1~3,1~3,less1,less1,0,0,1,0,1,2,2,1,1,4,7,4
Work,Alone,Sunny,55,7AM,1d,Female,36,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,less1,1~3,1~3,less1,less1,1,1,0,0,1,2,2,1,1,4,7,4
No Urgent Place,Partner,Sunny,80,10AM,2h,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1,0,0,0,0,1,1,4,3,1,3,8,2
No Urgent Place,Partner,Sunny,80,6PM,1d,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1,1,0,0,1,1,1,4,3,1,3,8,2
Home,Alone,Sunny,55,6PM,1d,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1,0,0,1,0,1,1,4,3,1,3,8,2
Work,Alone,Sunny,55,7AM,1d,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,less1,1,1,0,0,1,1,4,3,1,3,8,2
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,gt8,4~8,gt8,4~8,1,0,0,1,2,4,3,4,3,2,8,4
Home,Alone,Sunny,55,6PM,1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,gt8,4~8,gt8,4~8,0,0,1,1,2,4,3,4,3,2,8,4
Work,Alone,Sunny,55,7AM,1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,1~3,gt8,4~8,gt8,4~8,1,1,0,1,2,4,3,4,3,2,8,4
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,never,1~3,1~3,never,1~3,0,0,0,1,0,2,2,0,2,0,5,2
Home,Alone,Sunny,55,6PM,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,never,1~3,1~3,never,1~3,0,0,1,1,0,2,2,0,2,0,5,2
Work,Alone,Sunny,55,7AM,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,never,1~3,1~3,never,1~3,1,1,0,0,0,2,2,0,2,0,5,2
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,less1,4~8,4~8,1~3,never,0,0,0,1,1,3,3,2,0,2,1,5
Home,Alone,Sunny,55,6PM,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,less1,4~8,4~8,1~3,never,0,0,1,0,1,3,3,2,0,2,1,5
Work,Alone,Sunny,55,7AM,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,less1,4~8,4~8,1~3,never,1,1,0,0,1,3,3,2,0,2,1,5
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,never,never,less1,1~3,less1,0,0,0,0,0,0,1,2,1,7,0,2
Home,Alone,Sunny,55,6PM,1d,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,never,never,less1,1~3,less1,0,0,1,0,0,0,1,2,1,7,0,2
Work,Alone,Sunny,55,7AM,1d,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,never,never,less1,1~3,less1,1,1,0,0,0,0,1,2,1,7,0,2
No Urgent Place,Partner,Sunny,80,10AM,2h,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,never,4~8,4~8,1~3,less1,0,0,0,0,0,3,3,2,1,7,4,3
No Urgent Place,Partner,Sunny,80,6PM,1d,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,never,4~8,4~8,1~3,less1,1,0,0,0,0,3,3,2,1,7,4,3
Home,Alone,Sunny,55,6PM,1d,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,never,4~8,4~8,1~3,less1,0,0,1,0,0,3,3,2,1,7,4,3
Work,Alone,Sunny,55,7AM,1d,Male,50plus,Unmarried partner,1,Associates degree,Retired,$50000 - $62499,never,4~8,4~8,1~3,less1,1,1,0,0,0,3,3,2,1,7,4,3
No Urgent Place,Partner,Sunny,80,10AM,2h,Female,21,Unmarried partner,0,High School Graduate,Student,$37500 - $49999,never,1~3,1~3,4~8,never,0,0,0,0,0,2,2,3,0,1,3,1
No Urgent Place,Partner,Sunny,80,6PM,1d,Female,21,Unmarried partner,0,High School Graduate,Student,$37500 - $49999,never,1~3,1~3,4~8,never,1,0,0,0,0,2,2,3,0,1,3,1
Home,Alone,Sunny,55,6PM,1d,Female,21,Unmarried partner,0,High School Graduate,Student,$37500 - $49999,never,1~3,1~3,4~8,never,0,0,1,0,0,2,2,3,0,1,3,1
Work,Alone,Sunny,55,7AM,1d,Female,21,Unmarried partner,0,High School Graduate,Student,$37500 - $49999,never,1~3,1~3,4~8,never,1,1,0,0,0,2,2,3,0,1,3,1
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Female,46,Single,1,Some college - no degree,Sales & Related,$37500 - $49999,never,less1,1~3,1~3,1~3,0,0,0,0,0,1,2,2,2,6,3,2
Home,Alone,Sunny,55,6PM,1d,Female,46,Single,1,Some college - no degree,Sales & Related,$37500 - $49999,never,less1,1~3,1~3,1~3,0,0,1,0,0,1,2,2,2,6,3,2
Work,Alone,Sunny,55,7AM,1d,Female,46,Single,1,Some college - no degree,Sales & Related,$37500 - $49999,never,less1,1~3,1~3,1~3,1,1,0,0,0,1,2,2,2,6,3,2
No Urgent Place,Partner,Sunny,80,10AM,2h,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,1~3,4~8,gt8,1~3,1~3,0,0,0,1,2,3,4,2,2,2,4,2
No Urgent Place,Partner,Sunny,80,6PM,1d,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,1~3,4~8,gt8,1~3,1~3,1,0,0,1,2,3,4,2,2,2,4,2
Home,Alone,Sunny,55,6PM,1d,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,1~3,4~8,gt8,1~3,1~3,0,0,1,1,2,3,4,2,2,2,4,2
Work,Alone,Sunny,55,7AM,1d,Male,26,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,1~3,4~8,gt8,1~3,1~3,1,1,0,0,2,3,4,2,2,2,4,2
No Urgent Place,Partner,Sunny,80,10AM,2h,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,1~3,less1,1~3,1~3,less1,0,0,0,1,2,1,2,2,1,5,4,2
No Urgent Place,Partner,Sunny,80,6PM,1d,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,1~3,less1,1~3,1~3,less1,1,0,0,1,2,1,2,2,1,5,4,2
Home,Alone,Sunny,55,6PM,1d,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,1~3,less1,1~3,1~3,less1,0,0,1,1,2,1,2,2,1,5,4,2
Work,Alone,Sunny,55,7AM,1d,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,1~3,less1,1~3,1~3,less1,1,1,0,1,2,1,2,2,1,5,4,2
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,less1,1~3,4~8,less1,0,0,0,1,0,1,2,3,1,7,1,1
Home,Alone,Sunny,55,6PM,1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,less1,1~3,4~8,less1,0,0,1,1,0,1,2,3,1,7,1,1
Work,Alone,Sunny,55,7AM,1d,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,less1,1~3,4~8,less1,1,1,0,1,0,1,2,3,1,7,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,less1,gt8,4~8,1~3,less1,1,0,0,0,1,4,3,2,1,4,7,4
Home,Alone,Sunny,55,6PM,1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,less1,gt8,4~8,1~3,less1,0,0,1,0,1,4,3,2,1,4,7,4
Work,Alone,Sunny,55,7AM,1d,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$87500 - $99999,less1,gt8,4~8,1~3,less1,1,1,0,0,1,4,3,2,1,4,7,4
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,never,never,1~3,less1,less1,0,0,0,0,0,0,2,1,1,6,2,2
Home,Alone,Sunny,55,6PM,1d,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,never,never,1~3,less1,less1,0,0,1,0,0,0,2,1,1,6,2,2
Work,Alone,Sunny,55,7AM,1d,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,never,never,1~3,less1,less1,1,1,0,0,0,0,2,1,1,6,2,2
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,less1,1~3,1~3,less1,1~3,1,0,0,0,1,2,2,1,2,6,7,5
Home,Alone,Sunny,55,6PM,1d,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,less1,1~3,1~3,less1,1~3,0,0,1,1,1,2,2,1,2,6,7,5
Work,Alone,Sunny,55,7AM,1d,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,less1,1~3,1~3,less1,1~3,1,1,0,0,1,2,2,1,2,6,7,5
No Urgent Place,Partner,Sunny,80,10AM,2h,Female,50plus,Unmarried partner,1,Some college - no degree,Retired,$37500 - $49999,never,1~3,less1,1~3,1~3,0,0,0,0,0,2,1,2,2,7,3,2
No Urgent Place,Partner,Sunny,80,6PM,1d,Female,50plus,Unmarried partner,1,Some college - no degree,Retired,$37500 - $49999,never,1~3,less1,1~3,1~3,1,0,0,0,0,2,1,2,2,7,3,2
Home,Alone,Sunny,55,6PM,1d,Female,50plus,Unmarried partner,1,Some college - no degree,Retired,$37500 - $49999,never,1~3,less1,1~3,1~3,0,0,1,0,0,2,1,2,2,7,3,2
Work,Alone,Sunny,55,7AM,1d,Female,50plus,Unmarried partner,1,Some college - no degree,Retired,$37500 - $49999,never,1~3,less1,1~3,1~3,1,1,0,1,0,2,1,2,2,7,3,2
No Urgent Place,Partner,Sunny,80,10AM,2h,Female,31,Unmarried partner,0,Bachelors degree,Legal,$100000 or More,never,less1,less1,1~3,1~3,0,0,0,0,0,1,1,2,2,3,8,4
No Urgent Place,Partner,Sunny,80,6PM,1d,Female,31,Unmarried partner,0,Bachelors degree,Legal,$100000 or More,never,less1,less1,1~3,1~3,1,0,0,0,0,1,1,2,2,3,8,4
Home,Alone,Sunny,55,6PM,1d,Female,31,Unmarried partner,0,Bachelors degree,Legal,$100000 or More,never,less1,less1,1~3,1~3,0,0,1,0,0,1,1,2,2,3,8,4
Work,Alone,Sunny,55,7AM,1d,Female,31,Unmarried partner,0,Bachelors degree,Legal,$100000 or More,never,less1,less1,1~3,1~3,1,1,0,0,0,1,1,2,2,3,8,4
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Female,36,Married partner,1,Some college - no degree,Construction & Extraction,$12500 - $24999,never,1~3,1~3,less1,less1,1,0,0,0,0,2,2,1,1,4,1,2
Home,Alone,Sunny,55,6PM,1d,Female,36,Married partner,1,Some college - no degree,Construction & Extraction,$12500 - $24999,never,1~3,1~3,less1,less1,0,0,1,0,0,2,2,1,1,4,1,2
Work,Alone,Sunny,55,7AM,1d,Female,36,Married partner,1,Some college - no degree,Construction & Extraction,$12500 - $24999,never,1~3,1~3,less1,less1,1,1,0,0,0,2,2,1,1,4,1,2
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,1~3,1~3,1~3,0,0,0,1,1,1,2,2,2,1,8,4
Home,Alone,Sunny,55,6PM,1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,1~3,1~3,1~3,0,0,1,1,1,1,2,2,2,1,8,4
Work,Alone,Sunny,55,7AM,1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,1~3,1~3,1~3,1,1,0,1,1,1,2,2,2,1,8,4
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Male,31,Single,0,High School Graduate,Computer & Mathematical,$25000 - $37499,less1,never,1~3,less1,never,0,0,0,0,1,0,2,1,0,3,2,1
Home,Alone,Sunny,55,6PM,1d,Male,31,Single,0,High School Graduate,Computer & Mathematical,$25000 - $37499,less1,never,1~3,less1,never,0,0,1,1,1,0,2,1,0,3,2,1
Work,Alone,Sunny,55,7AM,1d,Male,31,Single,0,High School Graduate,Computer & Mathematical,$25000 - $37499,less1,never,1~3,less1,never,1,1,0,0,1,0,2,1,0,3,2,1
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Male,41,Married partner,1,Graduate degree (Masters or Doctorate),Architecture & Engineering,$100000 or More,less1,1~3,1~3,gt8,never,1,0,0,0,1,2,2,4,0,5,8,5
Home,Alone,Sunny,55,6PM,1d,Male,41,Married partner,1,Graduate degree (Masters or Doctorate),Architecture & Engineering,$100000 or More,less1,1~3,1~3,gt8,never,0,0,1,0,1,2,2,4,0,5,8,5
Work,Alone,Sunny,55,7AM,1d,Male,41,Married partner,1,Graduate degree (Masters or Doctorate),Architecture & Engineering,$100000 or More,less1,1~3,1~3,gt8,never,1,1,0,0,1,2,2,4,0,5,8,5
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Female,26,Single,0,Bachelors degree,Healthcare Practitioners & Technical,$37500 - $49999,1~3,1~3,gt8,gt8,gt8,0,0,0,1,2,2,4,4,4,2,3,4
Home,Alone,Sunny,55,6PM,1d,Female,26,Single,0,Bachelors degree,Healthcare Practitioners & Technical,$37500 - $49999,1~3,1~3,gt8,gt8,gt8,0,0,1,1,2,2,4,4,4,2,3,4
Work,Alone,Sunny,55,7AM,1d,Female,26,Single,0,Bachelors degree,Healthcare Practitioners & Technical,$37500 - $49999,1~3,1~3,gt8,gt8,gt8,1,1,0,1,2,2,4,4,4,2,3,4
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$37500 - $49999,1~3,4~8,1~3,4~8,less1,1,0,0,0,2,3,2,3,1,2,3,2
Home,Alone,Sunny,55,6PM,1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$37500 - $49999,1~3,4~8,1~3,4~8,less1,0,0,1,1,2,3,2,3,1,2,3,2
Work,Alone,Sunny,55,7AM,1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$37500 - $49999,1~3,4~8,1~3,4~8,less1,1,1,0,1,2,3,2,3,1,2,3,2
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Male,50plus,Unmarried partner,1,Bachelors degree,Personal Care & Service,$100000 or More,gt8,never,1~3,4~8,1~3,1,0,0,1,4,0,2,3,2,7,8,4
Home,Alone,Sunny,55,6PM,1d,Male,50plus,Unmarried partner,1,Bachelors degree,Personal Care & Service,$100000 or More,gt8,never,1~3,4~8,1~3,0,0,1,1,4,0,2,3,2,7,8,4
Work,Alone,Sunny,55,7AM,1d,Male,50plus,Unmarried partner,1,Bachelors degree,Personal Care & Service,$100000 or More,gt8,never,1~3,4~8,1~3,1,1,0,1,4,0,2,3,2,7,8,4
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Male,46,Single,0,Bachelors degree,Management,$100000 or More,never,less1,4~8,1~3,never,0,0,0,1,0,1,3,2,0,6,8,4
Home,Alone,Sunny,55,6PM,1d,Male,46,Single,0,Bachelors degree,Management,$100000 or More,never,less1,4~8,1~3,never,0,0,1,0,0,1,3,2,0,6,8,4
Work,Alone,Sunny,55,7AM,1d,Male,46,Single,0,Bachelors degree,Management,$100000 or More,never,less1,4~8,1~3,never,1,1,0,1,0,1,3,2,0,6,8,4
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$50000 - $62499,never,less1,1~3,1~3,never,1,0,0,0,0,1,2,2,0,2,4,2
Home,Alone,Sunny,55,6PM,1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$50000 - $62499,never,less1,1~3,1~3,never,0,0,1,0,0,1,2,2,0,2,4,2
Work,Alone,Sunny,55,7AM,1d,Female,26,Married partner,1,Some college - no degree,Unemployed,$50000 - $62499,never,less1,1~3,1~3,never,1,1,0,0,0,1,2,2,0,2,4,2
No Urgent Place,Partner,Sunny,80,10AM,2h,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,less1,gt8,1~3,0,0,0,0,0,1,1,4,2,2,5,4
No Urgent Place,Partner,Sunny,80,6PM,1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,less1,gt8,1~3,1,0,0,0,0,1,1,4,2,2,5,4
Home,Alone,Sunny,55,6PM,1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,less1,gt8,1~3,0,0,1,0,0,1,1,4,2,2,5,4
Work,Alone,Sunny,55,7AM,1d,Male,26,Married partner,0,Bachelors degree,Computer & Mathematical,$62500 - $74999,never,less1,less1,gt8,1~3,1,1,0,0,0,1,1,4,2,2,5,4
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Female,26,Single,0,Bachelors degree,Education&Training&Library,$25000 - $37499,never,1~3,less1,1~3,less1,0,0,0,1,0,2,1,2,1,2,2,4
Home,Alone,Sunny,55,6PM,1d,Female,26,Single,0,Bachelors degree,Education&Training&Library,$25000 - $37499,never,1~3,less1,1~3,less1,0,0,1,1,0,2,1,2,1,2,2,4
Work,Alone,Sunny,55,7AM,1d,Female,26,Single,0,Bachelors degree,Education&Training&Library,$25000 - $37499,never,1~3,less1,1~3,less1,1,1,0,1,0,2,1,2,1,2,2,4
No Urgent Place,Partner,Sunny,80,10AM,2h,Male,21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,4~8,1~3,4~8,4~8,1~3,0,0,0,0,3,2,3,3,2,1,1,2
No Urgent Place,Partner,Sunny,80,6PM,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,4~8,1~3,4~8,4~8,1~3,1,0,0,1,3,2,3,3,2,1,1,2
Home,Alone,Sunny,55,6PM,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,4~8,1~3,4~8,4~8,1~3,0,0,1,1,3,2,3,3,2,1,1,2
Work,Alone,Sunny,55,7AM,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,4~8,1~3,4~8,4~8,1~3,1,1,0,1,3,2,3,3,2,1,1,2
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Male,36,Unmarried partner,1,Some college - no degree,Unemployed,$87500 - $99999,1~3,less1,4~8,1~3,less1,1,0,0,0,2,1,3,2,1,4,7,2
Home,Alone,Sunny,55,6PM,1d,Male,36,Unmarried partner,1,Some college - no degree,Unemployed,$87500 - $99999,1~3,less1,4~8,1~3,less1,0,0,1,1,2,1,3,2,1,4,7,2
Work,Alone,Sunny,55,7AM,1d,Male,36,Unmarried partner,1,Some college - no degree,Unemployed,$87500 - $99999,1~3,less1,4~8,1~3,less1,1,1,0,1,2,1,3,2,1,4,7,2
No Urgent Place,Kid(s),Sunny,80,10AM,1d,Female,50plus,Married partner,1,Bachelors degree,Retired,$50000 - $62499,never,less1,4~8,1~3,less1,1,0,0,0,0,1,3,2,1,7,4,4
Home,Alone,Sunny,55,6PM,1d,Female,50plus,Married partner,1,Bachelors degree,Retired,$50000 - $62499,never,less1,4~8,1~3,less1,0,0,1,0,0,1,3,2,1,7,4,4
Work,Alone,Sunny,55,7AM,1d,Female,50plus,Married partner,1,Bachelors degree,Retired,$50000 - $62499,never,less1,4~8,1~3,less1,1,1,0,0,0,1,3,2,1,7,4,4
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Male,41,Single,0,High School Graduate,Installation Maintenance & Repair,$12500 - $24999,less1,1~3,1~3,less1,never,0,0,0,1,1,2,2,1,0,5,1,1
Home,Alone,Sunny,55,6PM,1d,Male,41,Single,0,High School Graduate,Installation Maintenance & Repair,$12500 - $24999,less1,1~3,1~3,less1,never,0,0,1,1,1,2,2,1,0,5,1,1
Work,Alone,Sunny,55,7AM,1d,Male,41,Single,0,High School Graduate,Installation Maintenance & Repair,$12500 - $24999,less1,1~3,1~3,less1,never,1,1,0,1,1,2,2,1,0,5,1,1
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Male,21,Single,0,Bachelors degree,Architecture & Engineering,$50000 - $62499,1~3,never,less1,4~8,never,0,0,0,1,2,0,1,3,0,1,4,4
Home,Alone,Sunny,55,6PM,1d,Male,21,Single,0,Bachelors degree,Architecture & Engineering,$50000 - $62499,1~3,never,less1,4~8,never,0,0,1,1,2,0,1,3,0,1,4,4
Work,Alone,Sunny,55,7AM,1d,Male,21,Single,0,Bachelors degree,Architecture & Engineering,$50000 - $62499,1~3,never,less1,4~8,never,1,1,0,1,2,0,1,3,0,1,4,4
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,less1,less1,4~8,4~8,less1,0,0,0,1,1,1,3,3,1,1,1,2
Home,Alone,Sunny,55,6PM,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,less1,less1,4~8,4~8,less1,0,0,1,1,1,1,3,3,1,1,1,2
Work,Alone,Sunny,55,7AM,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,less1,less1,4~8,4~8,less1,1,1,0,1,1,1,3,3,1,1,1,2
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Male,31,Single,0,Bachelors degree,Unemployed,Less than $12500,less1,1~3,gt8,1~3,never,0,0,0,0,1,2,4,2,0,3,0,4
Home,Alone,Sunny,55,6PM,1d,Male,31,Single,0,Bachelors degree,Unemployed,Less than $12500,less1,1~3,gt8,1~3,never,0,0,1,0,1,2,4,2,0,3,0,4
Work,Alone,Sunny,55,7AM,1d,Male,31,Single,0,Bachelors degree,Unemployed,Less than $12500,less1,1~3,gt8,1~3,never,1,1,0,0,1,2,4,2,0,3,0,4
No Urgent Place,Friend(s),Sunny,80,10AM,1d,Female,31,Single,0,Bachelors degree,Transportation & Material Moving,$25000 - $37499,less1,1~3,4~8,gt8,less1,0,0,0,0,1,2,3,4,1,3,2,4
Home,Alone,Sunny,55,6PM,1d,Female,31,Single,0,Bachelors degree,Transportation & Material Moving,$25000 - $37499,less1,1~3,4~8,gt8,less1,0,0,1,0,1,2,3,4,1,3,2,4
Work,Alone,Sunny,55,7AM,1d,Female,31,Single,0,Bachelors degree,Transportation & Material Moving,$25000 - $37499,less1,1~3,4~8,gt8,less1,1,1,0,0,1,2,3,4,1,3,2,4
